PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
896,32.5951772,129.2959864,0.22,-253.45,-3.524,1,4929,33,99
897,32.5951805,129.2959864,0.22,-252.45,-3.524,1,4929,33,99
898,32.5951837,129.2959864,0.22,-251.45,-3.524,1,4929,33,99
899,32.5951869,129.2959864,0.22,-250.45,-3.524,1,4929,33,99
900,32.5951902,129.2959864,0.22,-249.45,-3.524,1,4929,33,99
901,32.5951934,129.2959864,0.22,-248.45,-3.524,1,4929,33,99
902,32.5951967,129.2959864,0.22,-247.45,-3.524,1,4929,33,99
903,32.5951999,129.2959864,0.22,-246.45,-3.524,1,4929,33,99
904,32.5952032,129.2959864,0.22,-245.45,-3.524,1,4929,33,99
905,32.5952064,129.2959864,0.22,-244.45,-3.524,1,4929,33,99
906,32.5952097,129.2959864,0.22,-243.45,-3.524,1,4929,33,99
907,32.5952129,129.2959864,0.22,-242.45,-3.524,1,4929,33,99
908,32.5952162,129.2959864,0.22,-241.45,-3.524,1,4929,33,99
909,32.5952194,129.2959864,0.22,-240.45,-3.524,1,4929,33,99
910,32.5952227,129.2959864,0.22,-239.45,-3.524,1,4929,33,99
911,32.5952259,129.2959864,0.22,-238.45,-3.524,1,4929,33,99
912,32.5952292,129.2959864,0.22,-237.45,-3.524,1,4929,33,99
913,32.5952324,129.2959864,0.22,-236.45,-3.524,1,4929,33,99
914,32.5952356,129.2959864,0.22,-235.45,-3.524,1,4929,33,99
915,32.5952389,129.2959864,0.22,-234.45,-3.524,1,4929,33,99
916,32.5952421,129.2959864,0.22,-233.45,-3.524,1,4929,33,99
917,32.5952454,129.2959864,0.22,-232.45,-3.524,1,4929,33,99
918,32.5952486,129.2959864,0.22,-231.45,-3.524,1,4929,33,99
919,32.5952519,129.2959864,0.22,-230.45,-3.524,1,4929,33,99
920,32.5952551,129.2959864,0.22,-229.45,-3.524,1,4929,33,99
921,32.5952584,129.2959864,0.22,-228.45,-3.524,1,4929,33,99
922,32.5952616,129.2959864,0.22,-227.45,-3.524,1,4929,33,99
923,32.5952649,129.2959864,0.22,-226.45,-3.524,1,4929,33,99
924,32.5952681,129.2959864,0.22,-225.45,-3.524,1,4929,33,99
925,32.5952714,129.2959864,0.22,-224.45,-3.524,1,4929,33,99
926,32.5952746,129.2959864,0.22,-223.45,-3.524,1,4929,33,99
927,32.5952778,129.2959864,0.22,-222.45,-3.524,1,4929,33,99
928,32.5952811,129.2959864,0.22,-221.45,-3.524,1,4929,33,99
929,32.5952843,129.2959864,0.22,-220.45,-3.524,1,4929,33,99
930,32.5952876,129.2959864,0.22,-219.45,-3.524,1,4929,33,99
931,32.5952908,129.2959864,0.22,-218.45,-3.524,1,4929,33,99
932,32.5952941,129.2959864,0.22,-217.45,-3.524,1,4929,33,99
933,32.5952973,129.2959864,0.22,-216.45,-3.524,1,4929,33,99
934,32.5953006,129.2959864,0.22,-215.45,-3.524,1,4929,33,99
935,32.5953038,129.2959864,0.22,-214.45,-3.524,1,4929,33,99
936,32.5953071,129.2959864,0.22,-213.45,-3.524,1,4929,33,99
937,32.5953103,129.2959864,0.22,-212.45,-3.524,1,4929,33,99
938,32.5953136,129.2959864,0.22,-211.45,-3.524,1,4929,33,99
939,32.5953168,129.2959864,0.22,-210.45,-3.524,1,4929,33,99
940,32.59532,129.2959864,0.22,-209.45,-3.524,1,4929,33,99
941,32.5953233,129.2959864,0.22,-208.45,-3.524,1,4929,33,99
942,32.5953265,129.2959864,0.22,-207.45,-3.524,1,4929,33,99
943,32.5953298,129.2959864,0.22,-206.45,-3.524,1,4929,33,99
944,32.595333,129.2959864,0.22,-205.45,-3.524,1,4929,33,99
945,32.5953363,129.2959864,0.22,-204.45,-3.524,1,4929,33,99
946,32.5953395,129.2959864,0.22,-203.45,-3.524,1,4929,33,99
947,32.5953428,129.2959864,0.22,-202.45,-3.524,1,4929,33,99
948,32.595346,129.2959864,0.22,-201.45,-3.524,1,4929,33,99
949,32.5953493,129.2959864,0.22,-200.45,-3.524,1,4929,33,99
950,32.5953525,129.2959864,0.22,-199.45,-3.524,1,4929,33,99
951,32.5953558,129.2959864,0.22,-198.45,-3.524,1,4929,33,99
952,32.595359,129.2959864,0.22,-197.45,-3.524,1,4929,33,99
953,32.5953623,129.2959864,0.22,-196.45,-3.524,1,4929,33,99
954,32.5953655,129.2959864,0.22,-195.45,-3.524,1,4929,33,99
955,32.5953687,129.2959864,0.22,-194.45,-3.524,1,4929,33,99
956,32.595372,129.2959864,0.22,-193.45,-3.524,1,4929,33,99
957,32.5953752,129.2959864,0.22,-192.45,-3.524,1,4929,33,99
958,32.5953785,129.2959864,0.22,-191.45,-3.524,1,4929,33,99
959,32.5953817,129.2959864,0.22,-190.45,-3.524,1,4929,33,99
960,32.595385,129.2959864,0.22,-189.45,-3.524,1,4929,33,99
961,32.5953882,129.2959864,0.22,-188.45,-3.524,1,4929,33,99
962,32.5953915,129.2959864,0.22,-187.45,-3.524,1,4929,33,99
963,32.5953947,129.2959864,0.22,-186.45,-3.524,1,4929,33,99
964,32.595398,129.2959864,0.22,-185.45,-3.524,1,4929,33,99
965,32.5954012,129.2959864,0.22,-184.45,-3.524,1,4929,33,99
966,32.5954045,129.2959864,0.22,-183.45,-3.524,1,4929,33,99
967,32.5954077,129.2959864,0.22,-182.45,-3.524,1,4929,33,99
968,32.5954109,129.2959864,0.22,-181.45,-3.524,1,4929,33,99
969,32.5954142,129.2959864,0.22,-180.45,-3.524,1,4929,33,99
970,32.5954174,129.2959864,0.22,-179.45,-3.524,1,4929,33,99
971,32.5954207,129.2959864,0.22,-178.45,-3.524,1,4929,33,99
972,32.5954239,129.2959864,0.22,-177.45,-3.524,1,4929,33,99
973,32.5954272,129.2959864,0.22,-176.45,-3.524,1,4929,33,99
974,32.5954304,129.2959864,0.22,-175.45,-3.524,1,4929,33,99
975,32.5954337,129.2959864,0.22,-174.45,-3.524,1,4929,33,99
976,32.5954369,129.2959864,0.22,-173.45,-3.524,1,4929,33,99
977,32.5954402,129.2959864,0.22,-172.45,-3.524,1,4929,33,99
978,32.5954434,129.2959864,0.22,-171.45,-3.524,1,4929,33,99
979,32.5954467,129.2959864,0.22,-170.45,-3.524,1,4929,33,99
980,32.5954499,129.2959864,0.22,-169.45,-3.524,1,4929,33,99
981,32.5954532,129.2959864,0.22,-168.45,-3.524,1,4929,33,99
982,32.5954564,129.2959864,0.22,-167.45,-3.524,1,4929,33,99
983,32.5954596,129.2959864,0.22,-166.45,-3.524,1,4929,33,99
984,32.5954629,129.2959864,0.22,-165.45,-3.524,1,4929,33,99
985,32.5954661,129.2959864,0.22,-164.45,-3.524,1,4929,33,99
986,32.5954694,129.2959864,0.22,-163.45,-3.524,1,4929,33,99
987,32.5954726,129.2959864,0.22,-162.45,-3.524,1,4929,33,99
988,32.5954759,129.2959864,0.22,-161.45,-3.524,1,4929,33,99
989,32.5954791,129.2959864,0.22,-160.45,-3.524,1,4929,33,99
990,32.5954824,129.2959864,0.22,-159.45,-3.524,1,4929,33,99
991,32.5954856,129.2959864,0.22,-158.45,-3.524,1,4929,33,99
992,32.5954889,129.2959864,0.22,-157.45,-3.524,1,4929,33,99
993,32.5954921,129.2959864,0.22,-156.45,-3.524,1,4929,33,99
994,32.5954954,129.2959864,0.22,-155.45,-3.524,1,4929,33,99
995,32.5954986,129.2959864,0.22,-154.45,-3.524,1,4929,33,99
996,32.5955018,129.2959864,0.22,-153.45,-3.524,1,4929,33,99
997,32.5955051,129.2959864,0.22,-152.45,-3.524,1,4929,33,99
998,32.5955083,129.2959864,0.22,-151.45,-3.524,1,4929,33,99
999,32.5955116,129.2959864,0.22,-150.45,-3.524,1,4929,33,99
1000,32.5955148,129.2959864,0.22,-149.45,-3.524,1,4929,33,99
1001,32.5955181,129.2959864,0.22,-148.45,-3.524,1,4929,33,99
1002,32.5955213,129.2959864,0.22,-147.45,-3.524,1,4929,33,99
1003,32.5955246,129.2959864,0.22,-146.45,-3.524,1,4929,33,99
1004,32.5955278,129.2959864,0.22,-145.45,-3.524,1,4929,33,99
1005,32.5955311,129.2959864,0.22,-144.45,-3.524,1,4929,33,99
1006,32.5955343,129.2959864,0.22,-143.45,-3.524,1,4929,33,99
1007,32.5955376,129.2959864,0.22,-142.45,-3.524,1,4929,33,99
1008,32.5955408,129.2959864,0.22,-141.45,-3.524,1,4929,33,99
1009,32.595544,129.2959864,0.22,-140.45,-3.524,1,4929,33,99
1010,32.5955473,129.2959864,0.22,-139.45,-3.524,1,4929,33,99
1011,32.5955505,129.2959864,0.22,-138.45,-3.524,1,4929,33,99
1012,32.5955538,129.2959864,0.22,-137.45,-3.524,1,4929,33,99
1013,32.595557,129.2959864,0.22,-136.45,-3.524,1,4929,33,99
1014,32.5955603,129.2959864,0.22,-135.45,-3.524,1,4929,33,99
1015,32.5955635,129.2959864,0.22,-134.45,-3.524,1,4929,33,99
1016,32.5955668,129.2959864,0.22,-133.45,-3.524,1,4929,33,99
1017,32.59557,129.2959864,0.22,-132.45,-3.524,1,4929,33,99
1018,32.5955733,129.2959864,0.22,-131.45,-3.524,1,4929,33,99
1019,32.5955765,129.2959864,0.22,-130.45,-3.524,1,4929,33,99
1020,32.5955798,129.2959864,0.22,-129.45,-3.524,1,4929,33,99
1021,32.595583,129.2959864,0.22,-128.45,-3.524,1,4929,33,99
1022,32.5955863,129.2959864,0.22,-127.45,-3.524,1,4929,33,99
1023,32.5955895,129.2959864,0.22,-126.45,-3.524,1,4929,33,99
1024,32.5955927,129.2959864,0.22,-125.45,-3.524,1,4929,33,99
1025,32.595596,129.2959864,0.22,-124.45,-3.524,1,4929,33,99
1026,32.5955992,129.2959864,0.22,-123.45,-3.524,1,4929,33,99
1027,32.5956025,129.2959864,0.22,-122.45,-3.524,1,4929,33,99
1028,32.5956057,129.2959864,0.22,-121.45,-3.524,1,4929,33,99
1029,32.595609,129.2959864,0.22,-120.45,-3.524,1,4929,33,99
1030,32.5956122,129.2959864,0.22,-119.45,-3.524,1,4929,33,99
1031,32.5956155,129.2959864,0.22,-118.45,-3.524,1,4929,33,99
1032,32.5956187,129.2959864,0.22,-117.45,-3.524,1,4929,33,99
1033,32.5956206,129.2959864,0.22,-116.854,-3.524,1,4929,33,99
1034,32.5956234,129.2959866,0.22,-116.019,-3.487,1,4929,33,99
1035,32.5956262,129.2959871,0.22,-115.147,-3.358,1,4929,33,99
1036,32.5956289,129.295988,0.22,-114.312,-3.119,1,4929,33,99
1037,32.5956316,129.2959894,0.22,-113.495,-2.751,1,4929,33,99
1038,32.595634,129.2959912,0.22,-112.733,-2.291,1,4929,33,99
1039,32.5956361,129.2959935,0.22,-112.082,-1.684,1,4929,33,99
1040,32.5956391,129.295997,0.22,-111.174,-0.783,1,4929,33,99
1041,32.5956412,129.3000002,0.22,-110.523,0.044,1,4929,34,90
1042,32.5956425,129.3000032,0.22,-110.11,0.835,1,4929,34,90
1043,32.5956436,129.3000076,0.22,-109.771,1.974,1,4929,34,90
1044,32.5956442,129.3000131,0.22,-109.599,3.388,1,4929,34,90
1045,32.5956443,129.3000201,0.22,-109.564,5.225,1,4929,34,90
1046,32.5956443,129.300024,0.22,-109.564,6.225,1,4929,34,90
1047,32.5956443,129.3000278,0.22,-109.564,7.225,1,4929,34,90
1048,32.5956443,129.3000317,0.22,-109.564,8.225,1,4929,34,90
1049,32.5956443,129.3000355,0.22,-109.564,9.225,1,4929,34,90
1050,32.5956443,129.3000394,0.22,-109.564,10.225,1,4929,34,90
1051,32.5956443,129.3000432,0.22,-109.564,11.225,1,4929,34,90
1052,32.5956443,129.3000471,0.22,-109.564,12.225,1,4929,34,90
1053,32.5956443,129.3000509,0.22,-109.564,13.225,1,4929,34,90
1054,32.5956443,129.3000548,0.22,-109.564,14.225,1,4929,34,90
1055,32.5956443,129.3000587,0.22,-109.564,15.225,1,4929,34,90
1056,32.5956443,129.3000625,0.22,-109.564,16.225,1,4929,34,90
1057,32.5956443,129.3000664,0.22,-109.564,17.225,1,4929,34,90
1058,32.5956443,129.3000702,0.22,-109.564,18.225,1,4929,34,90
1059,32.5956443,129.3000741,0.22,-109.564,19.225,1,4929,34,90
1060,32.5956443,129.3000779,0.22,-109.564,20.225,1,4929,34,90
1061,32.5956443,129.3000818,0.22,-109.564,21.225,1,4929,34,90
1062,32.5956443,129.3000856,0.22,-109.564,22.225,1,4929,34,90
1063,32.5956443,129.3000895,0.22,-109.564,23.225,1,4929,34,90
1064,32.5956443,129.3000933,0.22,-109.564,24.225,1,4929,34,90
1065,32.5956443,129.3000972,0.22,-109.564,25.225,1,4929,34,90
1066,32.5956443,129.300101,0.22,-109.564,26.225,1,4929,34,90
1067,32.5956443,129.3001049,0.22,-109.564,27.225,1,4929,34,90
1068,32.5956443,129.3001087,0.22,-109.564,28.225,1,4929,34,90
1069,32.5956443,129.3001126,0.22,-109.564,29.225,1,4929,34,90
1070,32.5956443,129.3001164,0.22,-109.564,30.225,1,4929,34,90
1071,32.5956443,129.3001203,0.22,-109.564,31.225,1,4929,34,90
1072,32.5956443,129.3001241,0.22,-109.564,32.225,1,4929,34,90
1073,32.5956443,129.300128,0.22,-109.564,33.225,1,4929,34,90
1074,32.5956443,129.3001319,0.22,-109.564,34.225,1,4929,34,90
1075,32.5956443,129.3001357,0.22,-109.564,35.225,1,4929,34,90
1076,32.5956443,129.3001396,0.22,-109.564,36.225,1,4929,34,90
1077,32.5956443,129.3001434,0.22,-109.564,37.225,1,4929,34,90
1078,32.5956443,129.3001473,0.22,-109.564,38.225,1,4929,34,90
1079,32.5956443,129.3001511,0.22,-109.564,39.225,1,4929,34,90
1080,32.5956443,129.300155,0.22,-109.564,40.225,1,4929,34,90
1081,32.5956443,129.3001588,0.22,-109.564,41.225,1,4929,34,90
1082,32.5956443,129.3001627,0.22,-109.564,42.225,1,4929,34,90
1083,32.5956443,129.3001665,0.22,-109.564,43.225,1,4929,34,90
1084,32.5956443,129.3001704,0.22,-109.564,44.225,1,4929,34,90
1085,32.5956443,129.3001742,0.22,-109.564,45.225,1,4929,34,90
1086,32.5956443,129.3001781,0.22,-109.564,46.225,1,4929,34,90
1087,32.5956443,129.3001819,0.22,-109.564,47.225,1,4929,34,90
1088,32.5956443,129.3001858,0.22,-109.564,48.225,1,4929,34,90
1089,32.5956443,129.3001896,0.22,-109.564,49.225,1,4929,34,90
1090,32.5956443,129.3001935,0.22,-109.564,50.225,1,4929,34,90
1091,32.5956443,129.3001973,0.22,-109.564,51.225,1,4929,34,90
1092,32.5956443,129.3002012,0.22,-109.564,52.225,1,4929,34,90
1093,32.5956443,129.3002051,0.22,-109.564,53.225,1,4929,34,90
1094,32.5956443,129.3002089,0.22,-109.564,54.225,1,4929,34,90
1095,32.5956443,129.3002128,0.22,-109.564,55.225,1,4929,34,90
1096,32.5956443,129.3002166,0.22,-109.564,56.225,1,4929,34,90
1097,32.5956443,129.3002205,0.22,-109.564,57.225,1,4929,34,90
1098,32.5956443,129.3002243,0.22,-109.564,58.225,1,4929,34,90
1099,32.5956443,129.3002282,0.22,-109.564,59.225,1,4929,34,90
1100,32.5956443,129.300232,0.22,-109.564,60.225,1,4929,34,90
1101,32.5956443,129.3002359,0.22,-109.564,61.225,1,4929,34,90
1102,32.5956443,129.3002397,0.22,-109.564,62.225,1,4929,34,90
1103,32.5956443,129.3002436,0.22,-109.564,63.225,1,4929,34,90
1104,32.5956443,129.3002474,0.22,-109.564,64.225,1,4929,34,90
1105,32.5956443,129.3002513,0.22,-109.564,65.225,1,4929,34,90
1106,32.5956443,129.3002551,0.22,-109.564,66.225,1,4929,34,90
1107,32.5956443,129.300259,0.22,-109.564,67.225,1,4929,34,90
1108,32.5956443,129.3002628,0.22,-109.564,68.225,1,4929,34,90
1109,32.5956443,129.3002667,0.22,-109.564,69.225,1,4929,34,90
1110,32.5956443,129.3002705,0.22,-109.564,70.225,1,4929,34,90
1111,32.5956443,129.3002744,0.22,-109.564,71.225,1,4929,34,90
1112,32.5956443,129.3002782,0.22,-109.564,72.225,1,4929,34,90
1113,32.5956443,129.3002821,0.22,-109.564,73.225,1,4929,34,90
1114,32.5956443,129.300286,0.22,-109.564,74.225,1,4929,34,90
1115,32.5956443,129.3002898,0.22,-109.564,75.225,1,4929,34,90
1116,32.5956443,129.3002937,0.22,-109.564,76.225,1,4929,34,90
1117,32.5956443,129.3002975,0.22,-109.564,77.225,1,4929,34,90
1118,32.5956443,129.3003014,0.22,-109.564,78.225,1,4929,34,90
1119,32.5956443,129.3003052,0.22,-109.564,79.225,1,4929,34,90
1120,32.5956443,129.3003091,0.22,-109.564,80.225,1,4929,34,90
1121,32.5956443,129.3003129,0.22,-109.564,81.225,1,4929,34,90
1122,32.5956443,129.3003168,0.22,-109.564,82.225,1,4929,34,90
1123,32.5956443,129.3003206,0.22,-109.564,83.225,1,4929,34,90
1124,32.5956443,129.3003245,0.22,-109.564,84.225,1,4929,34,90
1125,32.5956443,129.3003283,0.22,-109.564,85.225,1,4929,34,90
1126,32.5956443,129.3003322,0.22,-109.564,86.225,1,4929,34,90
1127,32.5956443,129.300336,0.22,-109.564,87.225,1,4929,34,90
1128,32.5956443,129.3003399,0.22,-109.564,88.225,1,4929,34,90
1129,32.5956443,129.3003437,0.22,-109.564,89.225,1,4929,34,90
1130,32.5956443,129.3003476,0.22,-109.564,90.225,1,4929,34,90
1131,32.5956443,129.3003514,0.22,-109.564,91.225,1,4929,34,90
1132,32.5956443,129.3003553,0.22,-109.564,92.225,1,4929,34,90
1133,32.5956443,129.3003592,0.22,-109.564,93.225,1,4929,34,90
1134,32.5956443,129.300363,0.22,-109.564,94.225,1,4929,34,90
1135,32.5956443,129.3003669,0.22,-109.564,95.225,1,4929,34,90
1136,32.5956443,129.3003707,0.22,-109.564,96.225,1,4929,34,90
1137,32.5956443,129.3003746,0.22,-109.564,97.225,1,4929,34,90
1138,32.5956443,129.3003784,0.22,-109.564,98.225,1,4929,34,90
1139,32.5956443,129.3003823,0.22,-109.564,99.225,1,4929,34,90
1140,32.5956443,129.3003861,0.22,-109.564,100.225,1,4929,34,90
1141,32.5956443,129.30039,0.22,-109.564,101.225,1,4929,34,90
1142,32.5956443,129.3003938,0.22,-109.564,102.225,1,4929,34,90
1143,32.5956443,129.3003977,0.22,-109.564,103.225,1,4929,34,90
1144,32.5956443,129.3004015,0.22,-109.564,104.225,1,4929,34,90
1145,32.5956443,129.3004054,0.22,-109.564,105.225,1,4929,34,90
1146,32.5956443,129.3004092,0.22,-109.564,106.225,1,4929,34,90
1147,32.5956443,129.3004131,0.22,-109.564,107.225,1,4929,34,90
1148,32.5956443,129.3004169,0.22,-109.564,108.225,1,4929,34,90
1149,32.5956443,129.3004208,0.22,-109.564,109.225,1,4929,34,90
1150,32.5956443,129.3004246,0.22,-109.564,110.225,1,4929,34,90
1151,32.5956443,129.3004285,0.22,-109.564,111.225,1,4929,34,90
1152,32.5956443,129.3004324,0.22,-109.564,112.225,1,4929,34,90
1153,32.5956443,129.3004362,0.22,-109.564,113.225,1,4929,34,90
1154,32.5956443,129.3004401,0.22,-109.564,114.225,1,4929,34,90
1155,32.5956443,129.3004439,0.22,-109.564,115.225,1,4929,34,90
1156,32.5956443,129.3004478,0.22,-109.564,116.225,1,4929,34,90
1157,32.5956443,129.3004516,0.22,-109.564,117.225,1,4929,34,90
1158,32.5956443,129.3004555,0.22,-109.564,118.225,1,4929,34,90
1159,32.5956443,129.3004593,0.22,-109.564,119.225,1,4929,34,90
1160,32.5956443,129.3004632,0.22,-109.564,120.225,1,4929,34,90
1161,32.5956443,129.300467,0.22,-109.564,121.225,1,4929,34,90
1162,32.5956443,129.3004709,0.22,-109.564,122.225,1,4929,34,90
1163,32.5956443,129.3004747,0.22,-109.564,123.225,1,4929,34,90
1164,32.5956443,129.3004786,0.22,-109.564,124.225,1,4929,34,90
1165,32.5956443,129.3004824,0.22,-109.564,125.225,1,4929,34,90
1166,32.5956443,129.3004863,0.22,-109.564,126.225,1,4929,34,90
1167,32.5956443,129.3004901,0.22,-109.564,127.225,1,4929,34,90
1168,32.5956443,129.300494,0.22,-109.564,128.225,1,4929,34,90
1169,32.5956443,129.3004978,0.22,-109.564,129.225,1,4929,34,90
1170,32.5956443,129.3005017,0.22,-109.564,130.225,1,4929,34,90
1171,32.5956443,129.3005055,0.22,-109.564,131.225,1,4929,34,90
1172,32.5956443,129.3005094,0.22,-109.564,132.225,1,4929,34,90
1173,32.5956443,129.3005133,0.22,-109.564,133.225,1,4929,34,90
1174,32.5956443,129.3005171,0.22,-109.564,134.225,1,4929,34,90
1175,32.5956443,129.300521,0.22,-109.564,135.225,1,4929,34,90
1176,32.5956443,129.3005248,0.22,-109.564,136.225,1,4929,34,90
1177,32.5956443,129.3005287,0.22,-109.564,137.225,1,4929,34,90
1178,32.5956443,129.3005325,0.22,-109.564,138.225,1,4929,34,90
1179,32.5956443,129.3005364,0.22,-109.564,139.225,1,4929,34,90
1180,32.5956443,129.3005402,0.22,-109.564,140.225,1,4929,34,90
1181,32.5956443,129.3005441,0.22,-109.564,141.225,1,4929,34,90
1182,32.5956443,129.3005479,0.22,-109.564,142.225,1,4929,34,90
1183,32.5956443,129.3005518,0.22,-109.564,143.225,1,4929,34,90
1184,32.5956443,129.3005556,0.22,-109.564,144.225,1,4929,34,90
1185,32.5956443,129.3005595,0.22,-109.564,145.225,1,4929,34,90
1186,32.5956443,129.3005633,0.22,-109.564,146.225,1,4929,34,90
1187,32.5956443,129.3005672,0.22,-109.564,147.225,1,4929,34,90
1188,32.5956443,129.300571,0.22,-109.564,148.225,1,4929,34,90
1189,32.5956443,129.3005749,0.22,-109.564,149.225,1,4929,34,90
1190,32.5956443,129.3005787,0.22,-109.564,150.225,1,4929,34,90
1191,32.5956443,129.3005826,0.22,-109.564,151.225,1,4929,34,90
1192,32.5956443,129.3005865,0.22,-109.564,152.225,1,4929,34,90
1193,32.5956443,129.3005903,0.22,-109.564,153.225,1,4929,34,90
1194,32.5956443,129.3005942,0.22,-109.564,154.225,1,4929,34,90
1195,32.5956443,129.300598,0.22,-109.564,155.225,1,4929,34,90
1196,32.5956443,129.3006019,0.22,-109.564,156.225,1,4929,34,90
1197,32.5956443,129.3006057,0.22,-109.564,157.225,1,4929,34,90
1198,32.5956443,129.3006096,0.22,-109.564,158.225,1,4929,34,90
1199,32.5956443,129.3006134,0.22,-109.564,159.225,1,4929,34,90
1200,32.5956443,129.3006173,0.22,-109.564,160.225,1,4929,34,90
1201,32.5956443,129.3006211,0.22,-109.564,161.225,1,4929,34,90
1202,32.5956443,129.300625,0.22,-109.564,162.225,1,4929,34,90
1203,32.5956443,129.3006288,0.22,-109.564,163.225,1,4929,34,90
1204,32.5956443,129.3006327,0.22,-109.564,164.225,1,4929,34,90
1205,32.5956443,129.3006365,0.22,-109.564,165.225,1,4929,34,90
1206,32.5956443,129.3006404,0.22,-109.564,166.225,1,4929,34,90
1207,32.5956443,129.3006442,0.22,-109.564,167.225,1,4929,34,90
1208,32.5956443,129.3006481,0.22,-109.564,168.225,1,4929,34,90
1209,32.5956443,129.3006519,0.22,-109.564,169.225,1,4929,34,90
1210,32.5956443,129.3006558,0.22,-109.564,170.225,1,4929,34,90
1211,32.5956443,129.3006597,0.22,-109.564,171.225,1,4929,34,90
1212,32.5956443,129.3006635,0.22,-109.564,172.225,1,4929,34,90
1213,32.5956443,129.3006674,0.22,-109.564,173.225,1,4929,34,90
1214,32.5956443,129.3006712,0.22,-109.564,174.225,1,4929,34,90
1215,32.5956443,129.3006751,0.22,-109.564,175.225,1,4929,34,90
1216,32.5956443,129.3006789,0.22,-109.564,176.225,1,4929,34,90
1217,32.5956443,129.3006828,0.22,-109.564,177.225,1,4929,34,90
1218,32.5956443,129.3006866,0.22,-109.564,178.225,1,4929,34,90
1219,32.5956443,129.3006905,0.22,-109.564,179.225,1,4929,34,90
1220,32.5956443,129.3006943,0.22,-109.564,180.225,1,4929,34,90
1221,32.5956443,129.3006972,0.22,-109.564,180.977,1,4929,34,90
1222,32.5956443,129.3007001,0.22,-109.564,181.729,1,4929,34,90
1223,32.5956441,129.300704,0.22,-109.618,182.725,1,4929,34,90
1224,32.5956439,129.3007077,0.22,-109.699,183.694,1,4929,34,90
1225,32.5956432,129.3007116,0.22,-109.915,184.717,1,4929,34,90
1226,32.5956418,129.300716,0.22,-110.348,185.848,1,4929,34,90
1227,32.59564,129.3007198,0.22,-110.889,186.844,1,4929,34,90
1228,32.5956379,129.300723,0.22,-111.538,187.677,1,4929,34,90
1229,32.5956354,129.3007259,0.22,-112.295,188.429,1,4929,34,90
1230,32.5956318,129.3007279,0.22,-113.404,188.937,1,4929,34,90
1231,32.5956282,129.3007292,0.22,-114.54,189.282,1,4929,34,90
1232,32.5956246,129.3007298,0.22,-115.649,189.438,1,4929,34,90
1233,32.5956208,129.3007307,0.22,-116.812,189.675,1,4929,34,90
1234,32.595617,129.300731,0.22,-117.975,189.754,1,4929,34,90
1235,32.5956138,129.300731,0.22,-118.975,189.754,1,4929,34,90
1236,32.5950467,129.3007465,0.22,-293.664,193.775,1,4929,34,90
1237,32.5950499,129.3007465,0.22,-292.664,193.775,1,4929,34,90
1238,33.000201,129.3007465,0.22,61.904,193.775,1,4929,44,0
1239,32.5950531,129.3007465,0.22,-291.664,193.775,1,4929,34,90
1240,32.5950564,129.3007465,0.22,-290.664,193.775,1,4929,34,90
1241,32.5950596,129.3007465,0.22,-289.664,193.775,1,4929,34,90
1242,32.5950629,129.3007465,0.22,-288.664,193.775,1,4929,34,90
1243,32.5950661,129.3007465,0.22,-287.664,193.775,1,4929,34,90
1244,32.5950694,129.3007465,0.22,-286.664,193.775,1,4929,34,90
1245,32.5950726,129.3007465,0.22,-285.664,193.775,1,4929,34,90
1246,32.5950759,129.3007465,0.22,-284.664,193.775,1,4929,34,90
1247,32.5950791,129.3007465,0.22,-283.664,193.775,1,4929,34,90
1248,32.5950824,129.3007465,0.22,-282.664,193.775,1,4929,34,90
1249,32.5950856,129.3007465,0.22,-281.664,193.775,1,4929,34,90
1250,32.5950889,129.3007465,0.22,-280.664,193.775,1,4929,34,90
1251,32.5950921,129.3007465,0.22,-279.664,193.775,1,4929,34,90
1252,32.5950953,129.3007465,0.22,-278.664,193.775,1,4929,34,90
1253,32.5950986,129.3007465,0.22,-277.664,193.775,1,4929,34,90
1254,32.5951018,129.3007465,0.22,-276.664,193.775,1,4929,34,90
1255,32.5951051,129.3007465,0.22,-275.664,193.775,1,4929,34,90
1256,32.5951083,129.3007465,0.22,-274.664,193.775,1,4929,34,90
1257,32.5951116,129.3007465,0.22,-273.664,193.775,1,4929,34,90
1258,32.5951148,129.3007465,0.22,-272.664,193.775,1,4929,34,90
1259,32.5951181,129.3007465,0.22,-271.664,193.775,1,4929,34,90
1260,32.5951213,129.3007465,0.22,-270.664,193.775,1,4929,34,90
1261,32.5951246,129.3007465,0.22,-269.664,193.775,1,4929,34,90
1262,32.5951278,129.3007465,0.22,-268.664,193.775,1,4929,34,90
1263,32.5951311,129.3007465,0.22,-267.664,193.775,1,4929,34,90
1264,32.5951343,129.3007465,0.22,-266.664,193.775,1,4929,34,90
1265,32.5951376,129.3007465,0.22,-265.664,193.775,1,4929,34,90
1266,32.5951408,129.3007465,0.22,-264.664,193.775,1,4929,34,90
1267,32.595144,129.3007465,0.22,-263.664,193.775,1,4929,34,90
1268,32.5951473,129.3007465,0.22,-262.664,193.775,1,4929,34,90
1269,32.5951505,129.3007465,0.22,-261.664,193.775,1,4929,34,90
1270,32.5951538,129.3007465,0.22,-260.664,193.775,1,4929,34,90
1271,32.595157,129.3007465,0.22,-259.664,193.775,1,4929,34,90
1272,32.5951603,129.3007465,0.22,-258.664,193.775,1,4929,34,90
